time_s,x,y,z,roll_rad,pitch_rad,yaw_rad,vx_cmd,vy_cmd,vz_cmd,target_x,target_y,target_z,target_yaw,dist_m,yaw_err_rad,speed_ms,wind_enabled,rl_profile
0.68,0.982,0.9824,1.4685,-0.0355,0.0351,0.0,0.5361,0.5358,0.2559,2.0,2.0,2.0,0.0,1.5344,-0.0,0.8,0,3
0.7,1.0328,1.0332,1.4892,-0.0338,0.0335,0.0005,-0.0697,-0.0696,-0.0171,2.0,2.0,2.0,0.0,1.4598,-0.0005,0.1,0,12
0.72,1.0837,1.0841,1.5063,-0.0227,0.0227,0.0018,-0.0279,-0.0278,-0.0067,2.0,2.0,2.0,0.0,1.3864,-0.0018,0.04,0,15
0.74,1.1341,1.1346,1.5178,-0.0162,0.0162,0.0008,-0.106,-0.106,0.0065,2.0,2.0,2.0,0.0,1.3157,-0.0008,0.15,0,9
0.76,1.1838,1.1844,1.5258,-0.0114,0.0113,0.0013,-0.0846,-0.0845,0.0107,2.0,2.0,2.0,0.0,1.2475,-0.0013,0.12,0,10
0.78,1.2324,1.2329,1.5313,-0.0037,0.0037,0.0007,-0.0565,-0.0565,0.0031,2.0,2.0,2.0,0.0,1.1821,-0.0007,0.08,0,13
0.8,1.2793,1.28,1.5351,0.0029,-0.0029,0.0009,0.7398,0.7373,0.5909,2.0,2.0,2.0,0.0,1.1198,-0.0009,1.2,0,1
0.82,1.3245,1.3252,1.5419,-0.0027,0.003,-0.0012,-0.0705,-0.0708,0.0027,2.0,2.0,2.0,0.0,1.059,0.0012,0.1,0,12
0.84,1.368,1.3687,1.554,0.0073,-0.0071,0.0009,-0.0752,-0.0771,0.4883,2.0,2.0,2.0,0.0,0.9985,-0.0009,0.5,0,6
0.86,1.4093,1.41,1.5679,0.0163,-0.016,-0.0012,-0.0847,-0.085,-0.0028,2.0,2.0,2.0,0.0,0.94,0.0012,0.12,0,10
0.88,1.4482,1.4489,1.5831,0.0205,-0.0203,-0.0002,-0.0278,-0.0278,-0.0075,2.0,2.0,2.0,0.0,0.8843,0.0002,0.04,0,15
0.9,1.4844,1.485,1.5938,0.0231,-0.0228,-0.0007,-0.0422,-0.0423,-0.0052,2.0,2.0,2.0,0.0,0.8343,0.0007,0.06,0,14
0.92,1.5177,1.5184,1.6007,0.0261,-0.0258,-0.0008,0.5713,0.5713,0.5893,2.0,2.0,2.0,0.0,0.7899,0.0008,1.0,0,2
0.94,1.5482,1.5488,1.6093,0.0203,-0.0199,-0.0023,0.4518,0.4534,0.4799,2.0,2.0,2.0,0.0,0.7486,0.0023,0.8,0,3
0.96,1.5759,1.5765,1.6255,0.0159,-0.016,0.0003,-0.1403,-0.1399,-0.0273,2.0,2.0,2.0,0.0,0.7067,-0.0003,0.2,0,8
0.98,1.6014,1.6019,1.6436,0.0211,-0.0213,0.0003,-0.0537,-0.0535,-0.0257,2.0,2.0,2.0,0.0,0.6666,-0.0003,0.08,0,13
1.0,1.6248,1.6252,1.6563,0.0237,-0.0236,-0.0,0.0564,0.058,0.4934,2.0,2.0,2.0,0.0,0.632,0.0,0.5,0,6
1.02,1.6457,1.6461,1.6685,0.0243,-0.0241,-0.001,0.5862,0.5873,0.558,2.0,2.0,2.0,0.0,0.6005,0.001,1.0,0,2
1.04,1.6642,1.6645,1.6885,0.0172,-0.0171,-0.0013,0.7455,0.7475,0.5705,2.0,2.0,2.0,0.0,0.5678,0.0013,1.2,0,1
1.06,1.6808,1.681,1.716,0.0063,-0.0061,-0.0011,-0.0281,-0.028,-0.045,2.0,2.0,2.0,0.0,0.5332,0.0011,0.06,0,14
1.08,1.6964,1.6965,1.7441,0.006,-0.006,0.0005,-0.0564,-0.0558,-0.09,2.0,2.0,2.0,0.0,0.4998,-0.0005,0.12,0,10
1.1,1.7109,1.711,1.7625,0.0092,-0.0093,0.0009,-0.06,-0.0593,-0.0537,2.0,2.0,2.0,0.0,0.4728,-0.0009,0.1,0,11
1.12,1.7243,1.7243,1.7732,0.0138,-0.0137,0.0001,0.7526,0.7539,0.5524,2.0,2.0,2.0,0.0,0.451,-0.0001,1.2,0,1
1.14,1.7366,1.7365,1.7836,0.0005,-0.0004,-0.001,-0.1019,-0.1008,-0.0442,2.0,2.0,2.0,0.0,0.4309,0.001,0.15,0,9
1.16,1.7482,1.748,1.7974,0.0029,-0.0031,0.0011,-0.1172,-0.1153,-0.1138,2.0,2.0,2.0,0.0,0.4098,-0.0011,0.2,0,8
1.18,1.7591,1.7589,1.8055,0.0069,-0.0072,0.0012,0.9401,0.9405,0.694,2.0,2.0,2.0,0.0,0.3924,-0.0012,1.5,0,0
1.2,1.7693,1.769,1.8148,-0.0003,0.0002,0.0008,0.6388,0.6398,0.4273,2.0,2.0,2.0,0.0,0.3754,-0.0008,1.0,0,2
1.22,1.779,1.7787,1.833,-0.0061,0.0059,0.0021,-0.0609,-0.0601,-0.1232,2.0,2.0,2.0,0.0,0.3546,-0.0021,0.15,0,9
1.24,1.7887,1.7883,1.8517,-0.0039,0.0036,0.0025,-0.0338,-0.0335,-0.0643,2.0,2.0,2.0,0.0,0.3339,-0.0025,0.08,0,13
1.26,1.7983,1.7979,1.8638,-0.0016,0.0013,0.0011,0.6797,0.6799,0.2751,2.0,2.0,2.0,0.0,0.3164,-0.0011,1.0,0,2
1.28,1.8078,1.8074,1.8735,-0.0129,0.0127,0.0001,0.542,0.543,0.2267,2.0,2.0,2.0,0.0,0.3,-0.0001,0.8,0,3
1.3,1.8177,1.8174,1.8846,-0.0164,0.0162,0.0013,-0.0473,-0.0473,-0.0438,2.0,2.0,2.0,0.0,0.2826,-0.0013,0.08,0,13
1.32,1.8282,1.8279,1.8944,-0.0112,0.0111,0.0018,0.1896,0.1823,-0.4252,2.0,2.0,2.0,0.0,0.2651,-0.0018,0.5,0,6
1.34,1.8391,1.8389,1.8969,-0.0107,0.0111,0.0026,-0.0424,-0.0424,0.001,2.0,2.0,2.0,0.0,0.2499,-0.0026,0.06,0,14
1.36,1.8503,1.85,1.8923,-0.0075,0.0079,0.0001,0.094,0.0941,0.1199,2.0,2.0,2.0,0.0,0.2377,-0.0001,0.179,0,2
1.38,1.8616,1.8613,1.8894,-0.0055,0.0058,-0.0002,-0.023,-0.0229,0.0825,2.0,2.0,2.0,0.0,0.225,0.0002,0.0887,0,6
1.4,1.8729,1.8726,1.8894,-0.0031,0.0032,0.0006,-0.0694,-0.0692,0.0202,2.0,2.0,2.0,0.0,0.2113,-0.0006,0.1,0,11
1.42,1.8839,1.8837,1.8896,0.0001,0.0001,0.0014,-0.0122,-0.0117,0.081,2.0,2.0,2.0,0.0,0.198,-0.0014,0.0828,0,4
